# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Oct 22 10:22:29 BRT 2021 [seed=1634908943568]
# -overwrite aln.AllBr.Major_Brazilian_clade.cd-hit.HKY+I+G4_StrictClock_Exponential_Assym-Phylogeography.xml
state	joint	prior	likelihood	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.clock.rate	local.clock.rate	default.meanRate	local.meanRate	local.rates.CentreWest.MG	local.rates.CentreWest.Northeast	local.rates.CentreWest.RJ	local.rates.CentreWest.SP	local.rates.CentreWest.South	local.rates.MG.Northeast	local.rates.MG.RJ	local.rates.MG.SP	local.rates.MG.South	local.rates.Northeast.RJ	local.rates.Northeast.SP	local.rates.Northeast.South	local.rates.RJ.SP	local.rates.RJ.South	local.rates.SP.South	local.rates.MG.CentreWest	local.rates.Northeast.CentreWest	local.rates.RJ.CentreWest	local.rates.SP.CentreWest	local.rates.South.CentreWest	local.rates.Northeast.MG	local.rates.RJ.MG	local.rates.SP.MG	local.rates.South.MG	local.rates.RJ.Northeast	local.rates.SP.Northeast	local.rates.South.Northeast	local.rates.SP.RJ	local.rates.South.RJ	local.rates.South.SP	local.indicators.CentreWest.MG	local.indicators.CentreWest.Northeast	local.indicators.CentreWest.RJ	local.indicators.CentreWest.SP	local.indicators.CentreWest.South	local.indicators.MG.Northeast	local.indicators.MG.RJ	local.indicators.MG.SP	local.indicators.MG.South	local.indicators.Northeast.RJ	local.indicators.Northeast.SP	local.indicators.Northeast.South	local.indicators.RJ.SP	local.indicators.RJ.South	local.indicators.SP.South	local.indicators.MG.CentreWest	local.indicators.Northeast.CentreWest	local.indicators.RJ.CentreWest	local.indicators.SP.CentreWest	local.indicators.South.CentreWest	local.indicators.Northeast.MG	local.indicators.RJ.MG	local.indicators.SP.MG	local.indicators.South.MG	local.indicators.RJ.Northeast	local.indicators.SP.Northeast	local.indicators.South.Northeast	local.indicators.SP.RJ	local.indicators.South.RJ	local.indicators.South.SP	local.nonZeroRates	default.treeLikelihood	default.branchRates	local.branchRates	c_local.count[1]	coalescent
1721000	-52932.767755813446	-1302.9003805742263	-51629.86737523922	2021.3168170720523	44.84258762389627	644.6432876648505	21.41697599254403	4.798293265039036	0.2902534366054496	0.18188344532787099	0.19309509807062333	0.33476801999605416	0.969594301047349	0.8903730681874132	8.118103886000064E-4	1.3746305370866252	8.118103886000053E-4	1.3746305370866274	0.14324709176011513	0.738180867231592	2.489822719434624	0.7823772639724859	0.7354090752221047	0.02035303486598858	1.0327204631868903	1.7074411440040995	0.8297509456528334	0.17780445820131205	2.205936189436553	1.0231910473506636	5.538149931279998	1.1865841351413489	2.2818580993380526	4.49047002510758	2.8059417909637276	0.9093893466465194	0.8339148446450626	0.9014859160175229	0.22434366223792937	4.722537018957182	0.5641942930586893	0.26228432685209574	4.42865674428446	0.5073348926933503	0.05655257443359719	0.07785436504100716	3.7954577462456487	0.21711660281082343	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	11.0	-51156.260791481705	0.0	0.0	171.0	-1168.91692762544
1722000	-53005.22481937027	-1363.8254408124442	-51641.39937855783	2021.2830252480762	44.4455475020319	1185.1467608100145	22.394629769915138	5.183746317332466	0.2938599793763373	0.17515141104837448	0.19777748658165056	0.3332111229936358	1.3520775123754167	0.9033134133565106	8.169892848510978E-4	1.4274980534966144	8.169892848510959E-4	1.4274980534966146	0.049632517089345435	0.2861123515401281	3.0370127623629917	0.5902329515246727	0.2930384600530102	0.008391439171122048	1.2509576696526759	3.0136572936896155	1.116101545538642	0.11354502668204497	1.1747411442638585	0.7971375580993773	5.006142363755963	0.9497903622388956	2.1109112511193056	1.6689585559744269	0.9581849624345081	1.302126542073402	1.1261603385718613	0.800048480104991	0.27405306206797786	3.354112332746804	0.4439317513077502	0.31711245945258815	2.9424188226611476	0.9649918085512987	0.20231167140936757	0.050511666001891005	4.515798716834173	0.23033326631290196	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	16.0	-51180.478997834514	0.0	0.0	146.0	-1227.1754440553684
1723000	-52942.87596354523	-1317.7479354749692	-51625.12802807026	2021.2979954470381	45.04869268625111	410.37682412770926	19.57919255500411	4.764297735533793	0.2941293754967323	0.17653008928236555	0.1963988083476595	0.3329417268732408	0.8745663193602193	0.8958162450717647	8.130877130589967E-4	1.3760945295193536	8.130877130589978E-4	1.3760945295193558	0.08128769902965964	0.442910659938393	1.0659260408326712	1.4363584405407623	0.31372331288495553	0.01183455300648371	0.3064920100145558	1.4611695803869758	0.9010909240276546	3.0000048004448754	0.48481052463342944	2.517179250210408	5.973686245467136	0.379207815623181	0.8588339915553962	0.9640108338322841	1.6937204268787416	0.6262839115363704	1.1300142455082491	0.21625265554796255	1.8098434277833708	2.979218108856712	0.66572670225575	0.40029615241298483	2.7607561619017407	0.22679585191195215	3.117328824756597	0.008127623779524711	5.364694770520597	0.10143836020224921	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	13.0	-51177.49345826013	0.0	0.0	149.0	-1188.4664709297538
1724000	-53041.06417986345	-1408.3718396756744	-51632.69234018778	2021.3037244631523	47.749742487807694	526.0273693499234	21.232824922804994	4.3695823065367305	0.29468040194331546	0.1865589759960313	0.19008489200223716	0.3286757300584142	0.6197692278885614	0.8761269487405857	8.009216190343366E-4	1.7462344839730286	8.009216190343375E-4	1.7462344839730293	0.22492748771446044	1.1083658480222798	0.21181003946900373	1.256490973070521	1.504006978950544	0.006238620322172754	0.850440128376	1.097448345862158	0.38487359289872203	9.393922461382365	0.3288458442898521	0.7642182434458091	4.524823311872949	0.4706464249984378	0.7001359724673565	2.0354524523628372	0.21439469923138504	1.517953500103266	3.2553644834400757	0.9231156170967575	0.6316164692275184	2.302208795546358	2.64372741551419	1.148064988473777	3.127424959833601	0.2927893549830543	1.6379478986323432	0.004270627492225	0.2822431466819133	0.3097807581059392	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	15.0	-51191.21382869324	0.0	0.0	166.0	-1252.349472044736
1725000	-52986.53581154233	-1323.7883144845878	-51662.74749705774	2021.2636870406136	44.67141695961471	725.8282210663093	22.366050932351516	5.285499329227832	0.2954935067725677	0.1784994911626491	0.1933628712432191	0.3326441308215622	1.026087624383565	0.8761269487405857	8.639261648863362E-4	1.540050930170704	8.639261648863347E-4	1.540050930170703	0.8389548050550745	1.2032659896474611	0.28641935897230475	1.2907919662702882	0.7380194839992116	0.06918130870094169	0.793677329825965	0.5537810250702703	1.3785103659992508	2.1547851893359256	1.3968709595950446	1.8588674570567563	6.314142681306237	0.4184620966889651	1.0594929623023852	1.5088100026356108	0.014664013350696156	1.5494839775281706	0.5680435518260951	0.2168797541061523	1.5717396465192175	8.089255283782034	2.8768569125698487	0.04321305386350843	2.8444220408055165	0.6031927444232095	0.7990236286695196	0.07630463702417412	0.16947722174354135	0.3908128981782989	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	17.0	-51192.8931004504	0.0	0.0	153.0	-1178.9431389457404
1726000	-53168.46029612221	-1531.2549571058312	-51637.20533901638	2021.2279939182708	46.92716101017713	1513.20701758698	25.53234927541755	4.206588962187064	0.2955889261267394	0.1778286855441736	0.19701910886510107	0.32956327946398395	0.8212473429938775	0.8734829535244262	8.692438401508913E-4	1.5676683969510286	8.692438401508914E-4	1.567668396951029	1.3055125592511585	0.9643081638052956	2.616642065981859	1.4873879566135328	1.021315187592493	0.18332467702371513	0.5002504885869642	0.6120310052983209	1.1238550158388738	0.40123416977156356	0.2200414912009389	1.99307225905635	5.910837390174016	1.9170107253191637	0.5049679306192415	1.1902788425426536	0.006877106336101181	2.782223894101327	1.7789972136190193	0.20186824571799977	0.6452674599345379	4.312491953458235	0.49203572960124675	0.23926782946015163	2.8584695306421186	0.5949938070795057	0.7325221078721869	0.02840066248289053	0.12544027380849093	0.46301794399737156	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	18.0	-51193.35713342552	0.0	0.0	145.0	-1381.6555900158046
1727000	-52917.60158725104	-1334.7986298187611	-51582.80295743228	2021.305223742865	45.74890398986137	1053.750623455268	22.904381129247152	5.500120979355109	0.3010310502760217	0.17829150181235837	0.19655629259691632	0.32412115531470165	0.9948042042386912	0.8887336958683555	8.268423651655227E-4	1.5307164739277879	8.26842365165524E-4	1.5307164739277892	0.5271314831970404	0.7497769546844384	0.8090512267378052	2.4986979681609753	1.364941331255076	0.38083331479234134	0.43111195898147425	1.3688534511882886	0.4093359857891399	1.1257824230708822	0.624391081256973	0.3235548964858272	5.247400583723704	0.5232478870344272	2.045340535604345	0.33087006678490805	0.017445583931337626	3.2781206867507744	1.0908792474114322	0.33658197556673203	0.6497743448344188	4.123369818997483	0.22771964577166978	0.033668056820887395	1.8135029155378204	0.5799233389424725	0.5607906449133817	0.17117267427066843	0.41441989313865146	0.15192604359327977	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	14.0	-51132.29620652544	0.0	0.0	162.0	-1200.7835817972546
1728000	-52959.66647878664	-1322.6932848466831	-51636.97319393996	2021.2923090999084	42.876905112312784	940.5802938532014	23.685942749957206	4.86614288332079	0.29548428251436837	0.1801146663019861	0.19623151734787123	0.3281695338357724	0.725227098806348	0.8806096659793399	8.2139442527231E-4	1.4054951180618407	8.213944252723083E-4	1.4054951180618411	0.24117957495054837	1.0604402514431663	0.6345442772992654	0.6393666455520807	0.9544735166965319	0.21760841651953222	1.3184441375381346	0.7110067840813565	0.4193627823267062	0.4029965676940297	1.2934902205277623	0.49050038371939664	5.5583174192775	0.6773093606576319	5.19487289196647	0.18317690598520203	0.0324932722852659	2.522970147705161	1.4244103976968194	0.36263271456678126	1.2928534418488355	3.4864979853768707	0.4812483388890473	0.041936323939251154	2.8730003154777513	0.3117376219447276	0.9903070468014836	0.3733478474097563	0.4752754391567184	0.27565667374194147	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	17.0	-51192.40170888188	0.0	0.0	146.0	-1192.2805480692823
1729000	-52999.106224633375	-1370.3557043350386	-51628.75052029834	2021.2997330711303	43.566218618958295	1325.9444703809468	23.118270337676375	5.493758163656913	0.2960898718548864	0.1801146663019861	0.19399721669772027	0.3297982451454053	1.0393351135414253	0.8859534674172346	8.215766485416364E-4	1.5771750380209306	8.215766485416359E-4	1.5771750380209304	0.6268206974692002	0.6725912144186663	0.33481714339612073	0.7472095106810871	2.673935638623269	0.1746445683624214	1.9073118529513033	1.1646336311948107	1.2794476432892263	0.4278181381787583	0.549359126732105	0.9888234663645772	7.281955172507699	0.4878620748405935	1.139697745052663	0.424145150375387	0.06663665969162556	1.1350424614379306	1.5400088818453412	0.646161543480842	2.5537381321280064	2.835778488250157	0.5487383768926866	0.05341974315083945	1.2143033976284163	0.676884860491879	1.8660925495442595	1.2741273925433418	1.573454079656432	2.8657281214320385	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	19.0	-51179.09076615719	0.0	0.0	145.0	-1223.4642263108037
1730000	-52970.24728474665	-1342.8257704290136	-51627.42151431763	2021.285821412396	43.708010238953854	1812.0416849465169	25.732073233941044	5.336328896789108	0.2943475225072991	0.18096029670399358	0.19615612634978088	0.3285360544389245	1.069580969587056	0.8731872241111762	8.017574519017283E-4	1.3752299786243112	8.017574519017283E-4	1.3752299786243096	1.2491587113463853	0.27435092082904217	1.1067987518284785	0.3021796383457397	2.9521049751013613	0.5697064971657683	2.2348513460278476	0.899754494203277	0.7747743778447079	0.17097099693954967	2.0415615335622106	3.480607406710149	5.140062874232782	0.8390093378648485	2.075997844820735	0.5039917126765115	0.015392950459233038	0.8131920797427862	1.6588429075896094	3.422862496643501	2.699288562218746	3.6308344938177473	0.48927846226196464	0.08026847598823593	2.1880168052478726	0.3257873071615738	1.551130118061274	0.8366920777027109	0.47519548878172024	1.916755619785787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	12.0	-51187.12332084967	0.0	0.0	154.0	-1204.7610562209297
1731000	-53010.60787767782	-1328.6199086054894	-51681.98796907233	2021.2836183993622	44.12303533381825	539.2126664129746	20.602048837541236	4.999626107363507	0.29606282350897256	0.18010770262948692	0.19257830306613588	0.3312511707954027	1.4058895003530927	0.9059392921733121	8.239489126861265E-4	1.4235552370465976	8.239489126861274E-4	1.4235552370465974	1.034138372541336	0.2266287236006944	1.25921282021075	0.09586302134884012	3.022078311707302	0.3663373015278166	0.9648989883132058	1.014039795257683	0.343004310733603	0.20201519211776803	0.7718111597718169	1.1937954599941398	5.47391321348051	0.5545556205661744	1.1503970495814584	0.4959196857363099	0.005124458801518338	1.0825662302902235	0.7649230589203585	5.665282626970051	1.6181417994286844	3.1113709797352276	0.2766874599627482	0.13103331269477925	2.363722706901548	0.44369372687144537	3.3578838262457884	1.0272165387312613	1.6668884406109343	1.2616057432937708	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	14.0	-51229.6226082084	0.0	0.0	147.0	-1195.3906364530524
1732000	-52986.92638637067	-1328.6265287563442	-51658.29985761433	2021.3007570198642	45.17204075171448	675.276312791968	20.34414225090824	5.2848016636096515	0.2937102393213376	0.18210354648066357	0.1949308872537708	0.32925532694422605	0.6244627553673133	0.8649801602097116	8.098804846733356E-4	1.3452621055072982	8.098804846733353E-4	1.3452621055072982	0.49484392489922135	0.34421491597196247	0.850045653884939	0.5409795587190452	2.336895175457869	0.35532389468155806	0.5649464325577652	0.7503893662947475	0.2727902375371	0.0653176520413436	3.50262056207479	0.35209429352891525	2.927622577710236	0.8181063591469709	1.8688003656659977	0.420230388647794	0.003574924491329642	0.20096546004522423	1.0310598927424095	1.386510560772994	0.5894367513528832	2.2990675818143793	0.8705969879425862	0.20507308569526678	1.193172047948209	0.3877050605732048	2.226481434602842	0.7099333341976864	3.214258073906067	1.2517432451590003	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	14.0	-51178.025550393984	0.0	0.0	164.0	-1207.9082404439148
1733000	-53037.66811457154	-1351.5198424439832	-51686.14827212756	2021.2264647324946	49.35718277408903	347.5962258874985	18.167596062599056	4.5521460308789194	0.29750894303670733	0.18113366243716875	0.1896216576810307	0.3317357368450913	1.0526988812798657	0.8883294073714019	8.108265039213445E-4	1.183485010536179	8.108265039213448E-4	1.1834850105361776	0.246561029692296	0.5589004018661721	0.20411257824715642	1.381391242584771	0.9528677708663947	0.07065924714686803	1.858292141104318	1.9232665849524309	1.5347780280098813	0.04491170797953157	0.45464811826226387	0.3384932672325275	7.281253530201873	0.9843064961727886	2.623116360187902	0.13152652475690743	0.012534072699979939	1.60302783120145	1.019083170249593	0.6989390107134711	0.48544746921383175	3.9462417036638495	0.9585589626062556	0.1689848273068152	3.3459469803907846	0.2392636143358264	1.1995405081438262	0.19443687146431357	1.0054577333611419	1.2161566519491562	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	13.0	-51198.40586854415	0.0	0.0	161.0	-1231.836145793038
1734000	-53001.654124038585	-1314.3209062698002	-51687.333217768784	2021.3195357256386	45.13957408175981	663.3237913576063	21.984238773813054	5.133492494154248	0.2937432275354489	0.17928544678285385	0.19527803640879884	0.3316932892728964	1.2793757111568207	0.8925209507249156	8.198680986587356E-4	1.2795910918323974	8.198680986587347E-4	1.2795910918323972	0.24908380188198356	1.619816620510322	1.3111545878656832	2.508766079238735	1.7248469793948602	0.03517257057473964	1.7242541622224195	7.3527205080358735	0.6047985699343115	0.18977356739431106	0.8529531838996375	0.3594568951435544	4.17221735090399	0.786888248098209	4.196233725144413	0.1748045743924501	0.5022331536524867	1.4544299237117893	2.1702854835379566	0.3819788395299441	0.9665166573769021	1.803102063351266	0.3781821132429323	0.23688564052763447	2.5265961366292498	0.6497971650997497	0.9415686564268549	0.15749925618340455	0.22848339649077665	1.0311885380236803	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	13.0	-51192.58440446194	0.0	0.0	169.0	-1185.5171263970005
1735000	-52944.2339231535	-1338.5130377897494	-51605.72088536375	2021.238128339477	46.14280756826636	603.974508505513	20.777269069868588	5.5129491679572595	0.2937432275354489	0.17928544678285385	0.19527803640879884	0.3316932892728964	1.0885897532263062	0.8888580875574972	8.26177932554177E-4	1.4586341910581677	8.261779325541745E-4	1.4586341910581633	0.9287250996851221	1.4744117323652717	0.40215003003457095	1.0123004843213128	3.646834649995049	0.03022104695515859	3.22985799261367	1.1139466540142615	0.458024380652895	1.06233016165609	0.4749959887313753	2.0102280369036367	5.453455204781586	0.7380843712498395	0.5329546737997265	0.6402146402300466	0.3922383872028861	0.8315825090972259	1.6664552710070306	0.31748583542222375	0.5656314684749699	6.173329052682402	0.3796606710759414	0.35447877376465164	2.54408439198925	0.9659812453908655	1.6727484380133315	0.2778410649855356	2.7582451183472014	1.1718590577850185	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	16.0	-51158.359010692046	0.0	0.0	152.0	-1196.4097527131673
1736000	-53029.91791197302	-1390.8258790287875	-51639.09203294423	2021.2849802984138	47.34240097445582	465.41602417132714	20.713500705619516	5.304262762056472	0.30003066730966793	0.18229686013496574	0.19091421617483106	0.3267582563805332	1.4258425146117022	0.9097291868628798	8.164893862801314E-4	1.5053199954594023	8.164893862801306E-4	1.505319995459404	1.0764854270480573	1.3473202119410135	0.028950846551763717	0.1864371669072719	4.755144205357053	0.7991279871766588	0.6571054640888344	0.227142891846075	0.44790778721731955	0.9897093378779298	0.09463936145600849	3.2714098598986974	4.522597645736005	0.5401925531632951	0.7091450055588123	0.2966913035479821	0.4584046290785095	3.688861345719068	0.7419867731293628	0.46037563931106734	0.6476301959235291	3.1022075972891465	1.3071317652891983	1.039249348838816	1.2001472299971476	0.36541668868052346	2.46629696523678	0.4933254427465693	2.529353131109542	2.828310154171239	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	17.0	-51184.6371076223	0.0	0.0	148.0	-1245.2430038272037
1737000	-52958.111915456495	-1350.8132953248871	-51607.29862013161	2021.2711221851832	46.7312143807366	464.313039623631	19.40948431537598	5.50193371872943	0.2941605391636484	0.18058762625736227	0.1962515663310238	0.3290002682479634	1.0373831222912155	0.8909913883070636	8.021127842476588E-4	1.4417792501503313	8.021127842476578E-4	1.4417792501503315	0.3413080988231001	2.8354272647351064	0.039259934769212204	1.1613147165078694	0.5036885795230062	0.48519749908571314	0.6326220695866459	0.2430935008265435	0.27928074878231784	2.648974141138443	0.9645133682344709	0.27784845354320775	3.880601057271319	1.1150019849346093	0.5025327569917524	0.47432679531542604	0.13612050048314656	0.4378899546411657	1.4053714788278748	0.1097085369720051	0.9222986600081737	3.560013501013798	0.24310793767712283	0.42709960419121307	1.6885461110740922	0.8203442865659427	0.747285029639341	0.9603513703885084	3.290882033962385	1.5776120088004324	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	14.0	-51154.73358255479	0.0	0.0	155.0	-1223.2181112527924
1738000	-52997.14390096416	-1332.8140357928921	-51664.32986517127	2021.3271269471584	46.90456161772642	588.9914701407195	20.813289096789763	5.5358365109524375	0.2938261413810348	0.18187517868533717	0.19529841168566248	0.3290002682479634	0.8839922625316066	0.8982809337497116	8.295792690922916E-4	1.1975282314150535	8.295792690922904E-4	1.1975282314150484	0.07506548525907886	3.1229236269256324	0.13086241072581012	0.5774478385743455	0.7564975681029751	0.18357952379286366	0.5196060944459631	0.6989558639677431	0.9807034286081744	1.2369777651730136	1.7184118759824683	0.9346046978220082	7.483697545796051	0.7172095999762013	0.776121089801552	1.007556152264679	0.4353210301613742	0.8828488844431468	1.0847251122512378	0.21213483051270052	0.24758959048073229	3.32528675395739	0.3725108833196092	2.0408989566715037	3.5077996993106644	0.3258411696828956	0.2918745597214274	0.19889284435817944	2.2378205994050013	3.9151204219621514	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	17.0	-51193.882726509095	0.0	0.0	154.0	-1204.4034651580346
1739000	-52904.039106655844	-1272.193571878913	-51631.845534776934	2021.3113266525795	39.04077114281701	320.3365416036688	18.257779066929515	5.058405790906834	0.2962650639880104	0.18366679215216683	0.19472039223470167	0.325347751625119	1.1623684537079768	0.8983521264530274	8.159884212811277E-4	1.3580709612747763	8.159884212811273E-4	1.3580709612747732	0.2166053205085979	2.4447315876488434	0.16584812494869486	0.5025049361205799	1.227897650354875	0.4989294576011761	0.8245642401880399	0.6475766966412324	0.996036069835934	1.7947752779676698	2.060401188770696	0.19948440562769335	5.288553873510652	0.2172037772012997	0.48128449567233966	1.5473736477945883	2.087274386385496	1.8791137878116193	0.5551248657880312	0.11891507621013808	0.7732536889601889	4.115137251884712	0.6430696656371735	1.4672156930414098	2.197968885919906	0.30898480059128064	0.20824635668377275	1.5468217529799835	1.9555996937338247	0.7920915086811552	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	11.0	-51159.564129821854	0.0	0.0	164.0	-1158.0966193580293
