# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Oct 22 10:22:29 BRT 2021 [seed=1634908943568]
# -overwrite aln.AllBr.Major_Brazilian_clade.cd-hit.HKY+I+G4_StrictClock_Exponential_Assym-Phylogeography.xml
state	joint	prior	likelihood	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.clock.rate	local.clock.rate	default.meanRate	local.meanRate	local.rates.CentreWest.MG	local.rates.CentreWest.Northeast	local.rates.CentreWest.RJ	local.rates.CentreWest.SP	local.rates.CentreWest.South	local.rates.MG.Northeast	local.rates.MG.RJ	local.rates.MG.SP	local.rates.MG.South	local.rates.Northeast.RJ	local.rates.Northeast.SP	local.rates.Northeast.South	local.rates.RJ.SP	local.rates.RJ.South	local.rates.SP.South	local.rates.MG.CentreWest	local.rates.Northeast.CentreWest	local.rates.RJ.CentreWest	local.rates.SP.CentreWest	local.rates.South.CentreWest	local.rates.Northeast.MG	local.rates.RJ.MG	local.rates.SP.MG	local.rates.South.MG	local.rates.RJ.Northeast	local.rates.SP.Northeast	local.rates.South.Northeast	local.rates.SP.RJ	local.rates.South.RJ	local.rates.South.SP	local.indicators.CentreWest.MG	local.indicators.CentreWest.Northeast	local.indicators.CentreWest.RJ	local.indicators.CentreWest.SP	local.indicators.CentreWest.South	local.indicators.MG.Northeast	local.indicators.MG.RJ	local.indicators.MG.SP	local.indicators.MG.South	local.indicators.Northeast.RJ	local.indicators.Northeast.SP	local.indicators.Northeast.South	local.indicators.RJ.SP	local.indicators.RJ.South	local.indicators.SP.South	local.indicators.MG.CentreWest	local.indicators.Northeast.CentreWest	local.indicators.RJ.CentreWest	local.indicators.SP.CentreWest	local.indicators.South.CentreWest	local.indicators.Northeast.MG	local.indicators.RJ.MG	local.indicators.SP.MG	local.indicators.South.MG	local.indicators.RJ.Northeast	local.indicators.SP.Northeast	local.indicators.South.Northeast	local.indicators.SP.RJ	local.indicators.South.RJ	local.indicators.South.SP	local.nonZeroRates	default.treeLikelihood	default.branchRates	local.branchRates	c_local.count[1]	coalescent
1699000	-53040.145830489615	-1417.886163410477	-51622.25966707914	2021.2227933413772	48.02412422711295	1234.2250194568564	21.47735917215254	4.958318250855477	0.28966833131278547	0.18071173504113955	0.19989918730634862	0.32972074633972437	1.0598327265353014	0.8864481207222622	8.275466740418468E-4	1.490895754831739	8.275466740418473E-4	1.4908957548317376	0.4238703286080406	0.41614278271696464	0.6125516608353608	0.5652329300218424	1.0404811743643083	0.1720567737253052	0.47580556091404	0.37062202058371857	0.9845365423686622	2.1048496122327984	0.33038273410906077	0.9440113260431245	5.593410679513198	2.175105003666383	0.9118948480292751	0.08274547349500085	0.3586607172452813	0.891539497412522	0.13919625587083617	2.01787776961524	0.5745768644901067	3.320221518773475	1.161777671293464	0.3840467476571706	2.044958969893653	0.15624912549513065	0.19491704017850542	1.4883078808219514	0.9242134886548093	1.7902557312132785	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	15.0	-51163.835523876354	0.0	0.0	157.0	-1282.0846209440203
1700000	-52930.64915919866	-1324.4128256207457	-51606.236333577916	2021.29676747665	45.080256049873825	746.3315760699271	23.382543870199203	4.705658682951565	0.29662974305712936	0.18024252690968404	0.1958308013138483	0.32729692871933624	1.0448125389119058	0.8916883750293317	8.352724597040197E-4	1.3373602092701293	8.352724597040195E-4	1.33736020927013	2.218922088043985	2.469051241157602	0.928988196271534	1.2671395923926025	0.22510091508658991	0.7187018999800828	1.1313846827358065	0.43306517602429545	1.4808848061189521	2.5461464088750545	0.6435236252661505	0.7838404453269978	7.494471051349432	0.8865538800363889	0.4483627656050852	0.12363499950751462	0.17127016785079008	2.8563315626144945	1.0113883751011603	0.9029118440564694	0.32852256079180797	4.51915429585279	1.2629730866484374	0.16737263446133208	2.911848306354354	0.5715176700523145	0.6265608803233633	2.1775070351265033	0.2213339204640578	0.8304197572036565	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	16.0	-51147.757253922086	0.0	0.0	148.0	-1187.77230866052
1701000	-52969.67314366166	-1318.3399712047865	-51651.33317245688	2021.288902301699	44.58454775436952	552.8865298892521	20.356639568730404	5.240997591976923	0.29662974305712936	0.18004711350246203	0.19194754510832981	0.33137559833207675	0.729529530423317	0.8816457785841524	8.301155787314187E-4	1.3420152467042115	8.301155787314193E-4	1.3420152467042117	0.5224682524082213	1.404918233111774	1.6789788054683663	1.9400635262218535	0.453874564903229	0.3225400545920049	1.2660466434455453	0.29986885942032265	0.8892448352501411	1.0869994856318912	0.929082615231222	0.2381536452269909	6.22534054369898	0.5890905635185673	1.8883458946977651	0.07337473987712288	0.07460925431010527	2.386990830243735	0.5032632663775747	3.539983620951299	0.30261555782581984	4.455952229228733	0.5849739950189319	0.04378506108057595	2.5273480783692612	0.81418078645307	0.4651887349736504	1.5580215507904454	0.8110455788964903	1.13778186603808	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	19.0	-51195.44952263217	0.0	0.0	144.0	-1185.4598129640926
1702000	-52985.2910832458	-1341.0218348932074	-51644.26924835259	2021.2860966391222	46.338918450852226	335.4586865056925	18.10533541707996	4.735527853226205	0.2967420429220924	0.18167989123842146	0.18989082896536058	0.33168723687412355	1.0146532652719649	0.8945108580610557	8.195805150131816E-4	1.2143557017383966	8.195805150131825E-4	1.2143557017383972	0.2871458806780641	2.2671881755699292	1.1405093402581745	1.7251338411550612	0.21423111455487842	0.34231125083269665	1.4215070946169583	0.3182623087582949	1.2100188508123506	1.5476791857856411	1.0106882582788856	0.0840600375776004	8.185507545566205	1.0299694430441795	0.30994016087031323	0.17388749193635436	0.2650724551919815	1.5615195161679603	1.1097800708144583	0.2450642195230144	1.2042602577921657	4.53974593343131	0.34135007282918056	0.11098866604060657	2.4364856650088536	0.9401913337272501	0.6883493599956927	3.4744093495357355	2.1161108856870903	0.25720476324275016	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	19.0	-51187.60466757703	0.0	0.0	146.0	-1212.549176334332
1703000	-52915.46764463829	-1280.8858186806278	-51634.58182595766	2021.3291886399927	41.47256614758737	311.8948427583763	18.462985613222962	5.007417428093131	0.29686995667033805	0.17986590474000316	0.19157690171553324	0.33168723687412355	0.6964224822518724	0.8789447137603811	8.875463573661416E-4	1.5970482984021472	8.875463573661411E-4	1.5970482984021472	0.510377033216863	2.695098613776406	0.568447757172934	1.3649722481625006	0.9879881563816878	0.6771039249052356	0.7288932409660454	0.3494425130686218	0.707384495882643	0.8220309114337696	0.5103909950497031	1.5900753681064321	5.510184481543712	0.43942744908987647	0.38092499738885505	0.029447015934011896	0.26285195517745935	1.1928226037642171	0.1913382928232765	1.2042049286396328	2.7412069022353593	3.5621247003569154	0.21893467440139752	2.661610357759938	1.8906067536818385	0.3909733847670114	0.23458264602833528	1.6426538556567372	2.673496402501614	0.4328462819625095	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	15.0	-51187.394249805264	0.0	0.0	143.0	-1150.9229292970626
1704000	-52907.73577393827	-1291.6044298594084	-51616.131344078865	2021.3297710833012	42.47222467998132	170.70840824744988	16.129577232841623	4.818782038100088	0.29552271555857845	0.18058663805845107	0.19329988634961418	0.33059076003335436	1.1834356225929035	0.8825582331903573	8.645319350465868E-4	1.4206254791968764	8.645319350465892E-4	1.4206254791968769	0.21116456555190202	1.312897628072617	0.7181979133792185	1.1349329949453555	0.554412684303863	0.44420794286577264	1.1229401584336263	0.20252765862639424	1.099259870723388	1.0888483868245558	1.1345116657220298	0.5349861162598938	6.34876193903545	0.3351200820790072	0.19484799615644594	0.01780610073323334	1.0799362271041781	0.8788554443457252	0.8790061057026095	0.7702446980502282	3.0299089627335842	2.2891614492816186	0.8573734603306086	1.2540051207308012	3.29164388125436	0.912443970016949	0.7080165572760165	0.7434035391993632	1.9337189558379708	1.0342146632531668	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	16.0	-51168.35038239579	0.0	0.0	143.0	-1169.5155137224235
1705000	-52989.47614894423	-1345.4058954114632	-51644.070253532765	2021.2728431337043	47.282367521544415	332.7637796619177	18.068953964295197	4.855141842730545	0.294487927905024	0.18099770388251152	0.1933453442706268	0.3311690239418358	1.1257908504756873	0.8897387784582101	8.03483471751631E-4	1.3875659306611867	8.034834717516301E-4	1.387565930661186	0.1980602999187274	0.41500327566663614	0.9195622839943995	0.9438273636427755	1.0843357972779029	0.4419279850710137	0.06846632667437204	1.0942104720592154	0.7868966451188107	1.0034944669020676	0.430654058624899	0.9908630682820565	4.8150410251410936	0.8768692145308197	0.3363245784421583	0.06941496809545737	1.0109997012846055	0.46401038950241913	0.8545730324725526	0.9487693330449778	1.3012739901342558	3.2950788963759576	0.33828229197595305	0.293642583690756	2.6793192758512885	0.8862129989678493	1.6126012840383328	1.4449175279707027	3.4727205805026493	1.7130540997082553	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	15.0	-51184.969287198284	0.0	0.0	156.0	-1218.100365165572
1706000	-52976.71650055524	-1341.7073423795991	-51635.009158175635	2021.3342515964953	45.28029839719751	230.9611212872131	15.529417589598168	4.898038633483543	0.29663972256493015	0.18182023393435232	0.1934949347097273	0.3280451087909883	1.394355532907179	0.9089993622709802	8.448155561204954E-4	1.3834132355024211	8.448155561204961E-4	1.3834132355024218	0.17215147576913545	0.7601006384680712	0.5176967687180241	0.5489309556645432	2.734317533419092	0.8492505297516763	0.09226117822785115	1.3918050742593338	0.47147099535507275	1.155835741746138	0.7378556942495729	4.1845398434260614	4.901412562458869	1.2866751873977604	0.9795032041331562	0.23128945603498446	2.910533188013336	1.6837620806502487	1.412871194019456	0.7533650786845483	0.8294198920044248	3.0848335210759297	0.5351951533241038	0.05458242928362201	3.581490757515203	1.1640757229337664	0.8535305568359254	0.30558524510363483	1.7650782413222514	0.7211242158030159	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	17.0	-51191.95598550932	0.0	0.0	140.0	-1211.4361574133545
1707000	-52996.84174888215	-1373.2478301982046	-51623.593918683946	2021.1887010421608	44.903989689160575	461.3698928241923	20.904719469558938	4.778857977880525	0.2940747334118284	0.1821699818247178	0.19410311579450595	0.32965216896894595	1.3633145470664592	0.8953508054318161	8.560560025357508E-4	1.6951175575404742	8.560560025357518E-4	1.6951175575404713	0.4487519417053811	1.3413710395575993	1.9913134432008563	0.3898801660531078	1.7632603574094292	1.2871580944945191	1.8065467756898623	0.19854208933462517	2.9134705094971647	0.7687109185106401	0.6065970623629313	1.7389619981229931	9.539396849462978	0.6723175160573234	1.7079044979266529	0.31721451083576907	3.5317994657579654	0.740294259933927	1.3347016026116996	0.9164655551980468	0.47304588565483113	6.0730311602407	1.1149775527497572	0.01959776270939936	5.209759238293011	0.7127132806651004	0.31242612503820166	0.4707203853406086	0.5214147418123692	0.3333735454061277	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	15.0	-51183.00336425634	0.0	0.0	152.0	-1217.224999813613
1708000	-53031.68458903315	-1378.969466303079	-51652.71512273007	2021.2976677687989	49.14644797153045	271.3126008241714	17.213553716482508	5.295494539995956	0.294302041446392	0.18006809846676228	0.19410311579450595	0.33152674429233786	0.7939881825135332	0.8913437132071567	8.057547253534301E-4	1.4080035835807407	8.057547253534288E-4	1.408003583580741	0.33154440459207857	0.71021569054426	0.6087195199550971	0.6388409262536229	1.4946867983512784	3.6682301610634185	1.215519503107067	0.5042708869797566	0.6327514649247362	2.8964842998264846	0.8714985865664006	0.7510768550846286	7.764314761083364	0.9589267219989924	0.8431427744053488	0.7184235908768247	1.9868494767857487	1.404794615423617	2.361056774743793	1.8734659529618343	0.09993916885987418	4.568901117265722	0.8837028261485638	0.02545127004374201	4.550874086165392	0.531228435339761	1.2196896287804333	2.7564702377265276	0.1316036486581596	1.1789648124834171	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	13.0	-51197.28435811493	0.0	0.0	165.0	-1238.4236944959014
1709000	-52943.33614370752	-1319.3105447930825	-51624.02559891444	2021.3064575619314	44.034717924989515	327.3649612425111	18.55140579314383	4.887375318493527	0.29430450762989363	0.1802466836633826	0.19410311579450595	0.33134569291221594	1.1462683560619205	0.8916335189424403	8.389482008841014E-4	1.2880003098708366	8.389482008841049E-4	1.2880003098708384	0.3965504335987224	0.6248189887424739	0.6896172566358681	0.7255166973883826	3.782609811767567	1.8167418693900779	1.0845870155114876	0.42980709177974213	0.7589844347099713	0.7985348465856636	0.8893398969139613	0.7231279721938182	6.168126461164907	0.9958441717533478	1.8641516286546607	0.31058190627355126	1.1322638341011964	2.638039775554044	2.8269090050211876	1.027067244015733	0.18891988209092428	3.2418016889684784	0.5811620712265051	0.024012827506608363	1.664627067344027	0.2464004204775878	2.989817800626984	1.605394286795568	0.0940241837776478	1.7785656233234974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	-51158.0866492224	0.0	0.0	166.0	-1197.8213307977169
1710000	-52999.891652541286	-1308.2664341522038	-51691.62521838908	2021.2075541839943	44.79935947079286	326.4190227952111	18.46564374928224	4.535288128798847	0.2920201413070695	0.18230633925135584	0.19075592596079333	0.33491759348077943	0.9687457297218541	0.886829019507604	8.029071465328217E-4	1.1426796264101473	8.029071465328229E-4	1.142679626410147	0.6524999499603557	0.7682232062916824	0.2495415776610993	0.25501955531395226	2.2159201638331014	2.04500440047201	1.2967709598335062	0.35564711661441545	0.3038029257417816	0.5588874805835032	1.2618028736910902	1.555563083468749	4.223620198922021	0.6596329697291036	1.7327136724825174	0.7190253986192431	0.3891028147836638	0.7809910494085702	1.2762628691502078	2.827319642032307	0.1041530887240687	3.982071414587678	0.41445469765215864	0.15039530101097023	1.7220367210562981	0.34411940636337246	3.004325842258767	1.960826829639255	0.05661695279904574	2.634998541428251	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	11.0	-51194.10800882509	0.0	0.0	171.0	-1195.723989329846
1711000	-52982.42844271336	-1323.5899004898306	-51658.83854222353	2021.293139117604	44.36480010507064	632.4342366524309	20.08354844098316	5.2724970311853525	0.29555545851873255	0.18249921539630398	0.19449846278772642	0.3274468632972351	0.7796272086610339	0.8880311842835601	8.238193386715431E-4	1.4220379438998973	8.238193386715417E-4	1.4220379438998978	0.4602455368030354	0.6791613797436652	0.2564806426034653	0.41933700418710707	0.41048319097003716	1.1910748564779223	1.6913766700531365	0.18430121721573975	0.34707183080735987	0.48330521445368796	0.5961727851730023	1.689378985287183	2.884692884270255	0.5689098431907775	0.13008170641746106	1.001952727172373	1.5158477136318518	1.479517406967476	0.6775269410111235	0.6477838300722064	0.06762949601079368	2.6451358144200854	0.1459755446341481	0.11563521693026915	1.4065949557272095	0.35163497916880027	0.592415210145977	1.1817793388072235	0.07663995397175175	1.0543138145084774	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	-51211.07412153752	0.0	0.0	149.0	-1209.6012563614202
1712000	-53011.34650611737	-1364.7443444648652	-51646.6021616525	2021.2954772996852	45.64580029417209	559.3543136105848	18.748839123329123	4.9069087133942935	0.2922585518838009	0.1854850394641794	0.1969362016068387	0.32532020704517906	1.0713228947195004	0.8790892649962214	8.966988159819047E-4	1.5734479731264808	8.96698815981904E-4	1.5734479731264763	0.6896528101573043	0.4101793667268315	0.35988491063051986	0.3473941315809485	0.19343757929777078	1.4262808161895282	1.0358328434477642	0.8031259925756097	0.5592047351136863	1.3694748344980852	0.529581147135871	0.3023299889465367	5.837536165704689	0.9429420553994264	0.3339744765091156	0.5201164117056077	1.015034168285641	1.1604516062573678	0.9432804095598304	0.8623257286386785	0.04376470876152082	3.6750062451191225	0.2908345400875256	0.11512716606551458	2.0153033732063066	0.4791864265836468	0.4222043795814875	5.205348134589433	0.3647839304572727	0.45159415334052455	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	17.0	-51213.896082820684	0.0	0.0	144.0	-1229.737862365601
1713000	-52972.224718828606	-1336.1413736567217	-51636.083345171886	2021.26134962993	44.804511354768984	237.7595532330609	17.664482356851465	5.121893966197322	0.2883746439886141	0.182413547150305	0.19851468368428818	0.33069712517679084	0.8329351496028851	0.869020904916587	8.561824913966876E-4	1.7333276010222443	8.561824913966888E-4	1.7333276010222454	0.4357614306507368	0.04067925985245436	1.598641429123594	0.44828355267618913	0.2607189663751694	3.1955322882658876	0.8249872960491766	1.12151178553674	0.704659550930081	3.705178654548053	1.0304926882108443	0.37864020452961256	5.013393099220803	1.4102477240121196	0.6474156625519768	1.4540124046561542	2.668057378794015	0.49911064937300686	0.38431109356680576	0.4619134015567208	0.11773871149053808	5.128842948386365	0.4945747977087238	0.874189649997585	2.813745127412506	0.1719322758100249	0.00975104731076659	2.3816224435761693	0.4374413396562674	0.5704219190732078	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	15.0	-51180.12980927107	0.0	0.0	160.0	-1193.4028875607635
1714000	-52962.29956112612	-1337.9138941054578	-51624.385667020666	2021.3124346768864	45.92276901258795	486.19167124470937	19.396067032093637	4.974190696015374	0.29439261620532475	0.182413547150305	0.1935296051720178	0.3296642314723506	1.0533089716485895	0.8812846976895689	8.042278060381093E-4	1.5786602113319856	8.042278060381094E-4	1.5786602113319912	1.9162280743573346	0.023843285910823124	1.2466472795166172	1.881864560771158	0.24689546090355374	0.37653216435241055	0.6449044481975027	0.6733061997488066	0.3628646050117506	1.6578316086176201	1.8436398655251454	0.2167669807358558	5.375794108007026	1.3323433085593144	0.8713276676358767	0.9413301469003014	3.63790411741191	0.705188794353946	1.1175021977836495	1.2331942896388446	0.13049462694355554	4.048069389482447	0.4332496991843424	1.9064466421875086	2.397332148676862	0.37478555166354827	0.05145082021224157	0.8235547287636021	3.5714738475620162	4.6450666131716085	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	12.0	-51165.687415284636	0.0	0.0	162.0	-1195.231810536231
1715000	-52935.198235861644	-1317.799379252449	-51617.398856609194	2021.2604603356224	41.25678493089202	448.43918754359123	18.944259878224752	5.372049635512756	0.29439261620532475	0.18398541732587168	0.19195773499645113	0.3296642314723506	1.0150778323711886	0.9041928982083944	8.374841010499285E-4	1.3340561212840023	8.374841010499304E-4	1.3340561212840019	1.157885613088776	0.029409237996164836	0.9998646268273862	0.8242333087206704	1.5899120101746633	0.8137607017818977	0.8744436693079746	1.0369182252508868	0.48491086206516365	1.9232041911031785	1.1498150964679452	0.7223327660152188	6.170906108108949	0.8844463467596326	1.984078323862755	0.21748715039784422	4.079573125462519	0.23355475120005628	0.6333205385696068	0.18358472767913647	0.33487530694646145	4.069771426172473	0.05764350553727942	2.7811517438757267	3.0892888322580556	0.7684858962754979	0.07448995195583175	0.5171788458714127	3.143171639589133	1.3295453975932552	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	12.0	-51150.70692317819	0.0	0.0	157.0	-1195.6345705398844
1716000	-52973.16213072157	-1364.6835958619522	-51608.47853485962	2021.3125151042254	47.51012868149505	402.0300178495157	18.99044437246016	5.084145909200404	0.29436820996652985	0.18359847433609428	0.19298881555833025	0.3290445001390437	1.2250901416379296	0.8957442060755751	8.13482474081352E-4	1.3029917871622485	8.134824740813512E-4	1.3029917871622485	0.6491767404533978	0.013820456254109468	1.852937418038958	0.8261341791825078	2.418591494236795	0.505870354270216	0.2841942432121935	1.150653167574515	0.7938131573611497	1.0215950266680465	0.907178908967719	1.0560166523694483	6.102739674415306	1.0041160177032817	0.23128427671793536	0.4073475148973552	3.851681021575173	0.5677449770755248	1.396310488104798	0.3095861661291561	0.2065391066439525	3.280978282056298	0.15773603962939192	0.8246471167890864	2.162011780956743	0.41497582311661796	0.14471532172675314	4.343466209403329	5.785667451789646	3.492384278854807	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	18.0	-51158.06023639107	0.0	0.0	153.0	-1224.6995809766095
1717000	-53017.02869970432	-1352.5707501760514	-51664.457949528274	2021.27712281207	46.045249321126605	334.52792026238217	19.16691472462625	4.491839703852077	0.29705945390306765	0.18037937855357458	0.1919351705592379	0.33062599698411793	1.2704881910166892	0.8937389021924267	8.08064009794282E-4	1.3405993437814654	8.080640097942836E-4	1.3405993437814627	0.6339461103334992	0.05180243237033686	1.9314441711735217	1.2128903719236488	2.9397736569195008	0.4243087062729426	1.3119221456699952	0.6918167632223604	1.756836789806313	0.409387653398396	0.7451465577975828	1.2928082138069625	5.8626299603597225	1.4728359526650174	0.16569967233925204	1.3821963951048313	2.8091071132917267	1.3891435439329967	2.199706579308265	0.2718952507546796	0.18036109257576888	5.021165295039404	0.13349180545887937	2.025026422807275	2.951163678755221	0.714875863118781	0.20197581466780762	0.3232707531678035	4.114584682240149	0.8752523398146117	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	14.0	-51194.43777949108	0.0	0.0	162.0	-1218.2529759189497
1718000	-52966.80805401697	-1361.2358792555408	-51605.57217476143	2021.2490981015742	46.85453039104743	395.9640650924047	17.761962461843982	4.918668283480085	0.2937849848166003	0.18191239423669928	0.19578244246078247	0.328520178485916	1.094338430811867	0.8970262106687568	8.000329892697292E-4	1.4487655890564912	8.000329892697292E-4	1.4487655890564928	0.8438285696481103	0.03404972697933	1.385893506035095	0.254349621414994	0.9451608814088692	0.36083411948252114	2.7835871686439635	1.433099255853527	0.6310694139626694	0.46402175027305753	1.157218573622059	1.9834607081594224	6.559443831221399	1.4191778791909488	0.4751928574178572	0.9029317493878765	3.240492809154453	1.0498029025484843	1.0031780574578046	0.977710776474535	0.2314762823687099	4.394453012745967	0.10820764320544458	4.137625685154705	3.413488172342357	0.9016692896981865	0.1465830316835488	0.14949762374721914	1.9721900308893723	0.4125531622346442	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	14.0	-51151.1967121504	0.0	0.0	157.0	-1223.9252931597298
1719000	-52941.83943387408	-1339.7514069779158	-51602.08802689617	2021.2774325359246	46.402878802409134	350.986143057992	18.280471693981763	4.409327783819274	0.299360087802611	0.17985656956168097	0.18951403980750742	0.3312693028281987	1.0528379142165099	0.8933245051172379	8.02444514800723E-4	1.4791794332058934	8.024445148007228E-4	1.479179433205892	0.41805582295682453	0.3476108601650783	4.068919641065046	1.8960553360625605	1.0517631054716434	0.2528564557132797	1.2201596345209544	0.18178315983357368	0.7241899238071424	0.9547392238828152	3.4128122177894737	3.6246285764807418	5.938360291474101	1.6296766196253096	1.0799058509975543	1.163364954193689	2.2118353821672176	0.7735120630104537	1.5955060130018666	1.9345233569047389	0.22825672207325923	1.9794015942484928	0.9931453129794235	0.812697028310586	2.0770879838874574	0.6386055964960928	0.06555272899062987	0.05386228273950159	1.5138885315570498	0.1506658894574769	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	14.0	-51153.97261211869	0.0	0.0	148.0	-1202.2795134750788
1720000	-53013.55324562308	-1347.1523383972337	-51666.40090722585	2021.2994419088657	46.450746371662866	306.4029524733986	17.824584417792938	5.258973908379033	0.3023514872386132	0.17748796455507115	0.1926807962090632	0.3274797519972505	1.3673100459887395	0.897869370567533	8.254054565513558E-4	1.7251013892825373	8.254054565513549E-4	1.725101389282536	0.4418365640274527	0.3736936491401944	2.9340355731814887	1.277461430017434	2.040481402890708	0.06971339231544675	1.0578331440304627	0.3976116300209571	0.8139591800912485	0.4273794095954189	1.4541506563011635	2.6006493439579237	5.00294110696419	1.8027688674295244	0.5358709321746263	2.7204151183321756	1.9893597187155425	0.5904210274005739	1.1409705228663825	1.5303870815639666	0.1729065182497958	3.9566457674767053	0.8181153846627781	0.13639947819720424	2.2854355340047694	0.9753978414348904	0.06284712352383989	0.14568484326644507	2.3113202289565424	0.21058804511940024	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	11.0	-51209.2826178189	0.0	0.0	174.0	-1203.4088253237076
